-0.00916804034,-0.17001877,0.0235491599,-0.310102305,-0.0196189588,0.0295437956,0.0159178869,-0.00861954786,-0.0243639958,-0.0223012887
0.369750074,0.247879349,-0.426858067,-0.0856512086,0.0621059679,0.239877587,-0.0572763394,-0.0682166406,0.15635245,0.393339169
0.129013243,0.107023582,-0.345220552,-0.00669383218,-0.37382385,0.129425251,-0.0681204229,0.0183602678,0.130143288,0.190748593
0.0987931038,0.0379844394,-0.0581112896,-0.0735502842,-0.226447529,-0.0741283891,-0.0764970995,-0.0325270953,0.0441739879,0.0516108213
-0.0401173584,0.26641198,0.0876092832,-0.0890226809,-0.0709153669,-0.145554574,-0.163927767,-0.279583785,0.21540704,-0.28610829
-0.29249995,-0.294326187,0.368857685,0.10851664,0.135469642,-0.0156975029,-0.241290227,-0.355016436,-0.0562105068,-0.578980062
-0.100046014,0.137892286,-0.188372785,0.0593723821,0.221680496,0.105411507,0.1354972,0.191035562,0.0196123769,0.247680369
0.0698907219,0.0742938615,-0.192006624,-0.0704663709,-0.177412719,0.0512400232,0.00417814562,0.127549008,0.0643168587,0.156198085
-0.156246518,-0.218072421,0.281719786,0.0598460456,0.0739409958,0.250247302,-0.117081174,-0.175662999,-0.0299818913,-0.392142257
-0.383715288,-0.508854429,0.5155869,0.219507796,0.151805411,0.412338167,-0.219060921,0.222067062,-0.367158248,-0.616233262
0.0815461268,-0.0121127938,0.0140207481,-0.0112988529,-0.155776621,-0.0588816901,-0.14888903,-0.105383286,0.0522645336,-0.0448942743
0.0354483224,-0.0137463197,0.0207613889,-0.0686216904,-0.0419635671,-0.09732824,-0.024061059,0.00787023736,0.0157638788,-0.0322848275
0.160450981,0.329306809,-0.0962791957,0.0833070922,-0.0329712135,0.2658677,-0.0523699447,-0.0883062855,0.133989456,0.0846856274
-0.0562286783,-0.210675308,-0.0362177224,-0.0680011851,0.163394781,0.0674795418,0.0612780178,0.0408848005,-0.0492923121,0.0394071524
0.129782891,-0.183907239,-0.165576873,-0.120833695,-0.330376124,-0.0270119337,-0.0996016943,-0.140291024,0.0910821877,0.0849529221
-0.022294777,-0.0244997549,0.0286291238,0.0782767096,-0.00731010067,-0.0254797451,0.0350391909,0.0411682131,-0.0330090215,-0.0313528214
-0.0319567411,-0.435773554,0.375362028,0.161064607,0.112823929,0.0352782486,-0.272228041,-0.396574178,-0.0228174038,-0.589118033
-0.0862669465,-0.0109527656,0.0137697793,0.0369899008,0.0115373153,-0.0557805136,0.0413392779,0.165646437,-0.142423999,0.0406980065
0.0499217821,0.272872855,-0.281702723,0.0306625246,-0.0937157805,0.0498895533,0.158455064,0.176118401,0.0495204618,0.352560544
-0.0311538605,0.0259388365,-0.0307066177,0.0226398718,0.218025351,0.20851395,0.0237887192,-0.0128036993,0.0630876458,0.0211345624
-0.0352248468,-0.252244441,-0.0400334305,0.131858839,0.0210975527,-0.0461013532,0.0663040359,0.0744765991,-0.0434759748,0.0696394227
0.0293625445,0.270572118,-0.0429822526,-0.0543461859,0.121762555,0.153264286,0.126517919,0.247724104,-0.100562284,0.0995645532
0.0721496705,0.0741033907,-0.200915992,-0.745735241,-0.346661724,-0.073800244,-0.0636219658,0.192051093,0.0560793102,0.166787678
-0.101132706,0.057436957,-0.00943911368,-0.161281968,-0.149074786,-0.27873731,0.0332777097,0.070722215,-0.131724731,0.0685413195
0.0354496147,0.156290717,-0.384483258,0.000170101273,-0.0440435861,0.319960945,0.158294072,0.313760913,0.0479641092,0.365135555
0.0314922204,-0.0641822197,0.0657515685,-0.0146142527,0.01560171,0.0434117755,-0.227916068,-0.339672191,0.286830846,-0.242123056
0.403274936,0.406932151,-0.102763617,-0.10564258,0.00335773707,-0.60877476,0.243612084,-0.806532733,0.544532236,0
0.072071465,-0.159508031,-0.161192919,-0.197441617,-0.0404371518,-0.0469345061,0.0412128063,0.0261732463,0.0662589489,0.190786189
-0.205429276,-0.234279513,-0.0140203655,0.126154224,0.224673759,0.0513953029,0.169051606,0.118005653,-0.130223498,0.0741556859
0.206893408,0.308460829,-0.116921351,-0.0894663591,0.0488609684,0.255502138,-0.164173512,-0.0896084456,0.195417621,0.0591134841
0.0318090746,0.293418985,-0.0230128671,-0.035765706,0.022697533,0.0941516269,-0.018236182,-0.038424105,0.0361561352,0.011774568
