-0.349812611,-0.16258613,-0.0857341101,-0.0616881788,0.027226621,-0.0133661488,0.200742497,0.399533411,-0.373622135,0.319429324,-7.7
-0.0278686401,0.00144624346,-0.017789125,-0.240155197,0.284949718,0.142417852,0.176329719,0.0877189399,-0.0188531177,0.0322726902,-8.7
-0.0338525049,-0.00660923741,0.00690943947,-0.0538967747,0.00584377558,-0.00429600432,0.0975964503,0.0848552941,-0.052654677,0.0102919921,0
-0.349812611,-0.272015824,0.0303017201,-0.0234783979,0.103105456,0.0722470298,0.0586400222,0.228687357,-0.153565007,0.00672887868,3.3
0.166389343,0.125225684,-0.179641743,-0.0607663215,-0.00655067892,0.0381447178,0.0546327306,0.0994706221,0.0147922881,0.279608566,-1.7
-0.0117897306,-0.00991924453,0.0169240843,-0.0241074133,0.000743784589,-0.0872025597,-0.016065801,-0.013330468,0.00303570234,-0.0197224694,5.2
0.196401884,-0.0771379179,-0.0495303224,0.2800648,0.0500382049,0.0716717427,0.0363043021,0.0873038663,0.0403522659,0.0569694122,-9.7
0.288113825,-0.170096558,-0.114140317,-0.0104021511,-0.189371043,0.110319372,-0.155633485,-0.201604071,0.106674512,0.0928582983,11
-0.00825317788,0.0357304816,-0.037635924,-0.0221128837,-0.362315496,-0.106036179,-0.140563934,0.0606976822,-0.010402868,0.0708149806,1.6
-0.0396686935,-0.0547693993,0.0591400608,-0.134219131,-0.0467297215,-0.190695193,0.0442954034,0.00549889799,-0.0708567973,-0.0713473998,-17.4
0.0109771736,-0.00270589536,0.00286200711,-0.13151106,0.01233704,0.0451036692,-0.054678284,-0.0699285163,0.0613694079,-0.0313264091,-2.6
0.0156122623,0.00307831888,-0.00628235231,-0.0768994914,0.0738148229,0.0933436483,0.0386253756,-0.00712634108,0.00336195802,0.00785489732,-6.7
0.0550669282,-0.0250803801,0.0209432266,-0.0687033769,-0.11637188,-0.0727815687,-0.150227061,-0.171279058,0.110048754,-0.0937416006,-8
0.0321468832,0.00060846058,-0.0132675005,-0.0152271192,-0.0626018118,-0.0268114888,-0.059260783,-0.0341132687,0.0261772876,-0.000435770355,6
0.0840698027,0.3513269,-0.195451349,-0.0706185582,-0.232904705,-0.0112481976,-0.0978613437,-0.0300408591,0.0582514763,0.13780453,-14.7
-0.144992281,0.0190742733,-0.028984049,0.0718318829,0.0568306206,0.054314132,0.260441919,0.321565158,-0.120708822,0.0871560027,0.3
0.557391445,-0.153942219,-0.158986323,0.624527552,-0.262109048,0.169429827,-0.220866458,-0.493740936,0.454618911,0.127886803,-4.4
0.0242982384,0.0394704566,-0.0434311609,-0.0877446273,0.07960835,0.181017042,-0.0287754284,0.000472522682,0.0681623214,0.0440898531,-0.7
-0.0669890613,-0.0246331521,0.0243549832,-0.0429917539,0.110079275,0.0243672856,0.0351907128,0.0825381374,0.00137206988,-0.0346234517,-12.4
0.293586099,0.208240374,-0.468452089,-0.145354335,-0.289886833,0.111764323,0.0305573237,0.127327726,0.122980395,0.334026239,-19
0.115025169,0.16738433,-0.0916820968,-0.0998598841,-0.190727533,0.101329899,-0.106888755,-0.0876592222,0.085306464,0.088298021,-21.6
-0.0161719424,0.00711712574,-0.00863404875,-0.0135979513,0.0836668857,0.0375305585,0.0786973799,0.0296380281,-0.00802008165,0.0105643279,5
-0.047040233,0.0251053835,0.000548570342,-0.12245058,0.18808845,0.163743714,0.0268775561,-0.0192876773,-0.0111302929,0.00432045058,-7.4
0.128234246,-0.166071187,-0.0814699475,-0.166922159,0.0225467159,0.161770248,-0.109003945,-0.204111232,0.315744839,0.0023504138,-6.7
-0.0725467573,-0.193316857,0.152771738,0.203576605,0.0931313164,-0.0525504162,0.061783024,0.0575916342,-0.0876393529,-0.182278936,-9
-0.187238953,0.159667409,0.0872897909,0.214132228,0.254851699,0.107594785,0.0381974291,0.0998707031,-0.0171184476,-0.115290619,6.3
0.00485389753,-0.0240705669,0.040101263,-0.0672418749,0.028591259,0.129564956,-0.0945793868,-0.0963994595,0.0676262414,-0.0736851563,-0.8
-0.0846451986,-0.029969957,0.0536867772,0.0521756358,0.117225477,0.188152526,0.0521009487,0.0103796756,-0.0550986252,-0.0366084367,-2
-0.0971267283,-0.0840245353,0.0901278661,-0.242825158,0.0577194478,-0.132402947,0.0304132247,0.0459650699,-0.114197631,-0.107103724,-1.6
-0.114502074,0.218951769,0.0284024495,-0.168694036,0.0132917539,-0.221154396,0.0743995063,0.136802204,-0.0827454745,-0.0171286365,4
0.0394670143,0.110403493,-0.11195571,-0.429783922,-0.0153964896,-0.0147159579,-0.0808053183,-0.0867188152,0.173188365,0.130811474,-16.4
-0.118900022,-0.240379586,-0.000963492481,-0.184073591,-0.00458639201,-0.124683698,0.216204259,0.206687776,-0.110919579,0.0488173159,-7.5
0.0515921902,-0.19076739,-0.074103981,-0.152174475,-0.201364497,-0.030299502,-0.0575320748,-0.0448075999,0.0440631422,0.0636834686,2.3
-0.0253014313,-0.036265211,0.0269356095,0.109018532,0.48914309,0.325201895,0.0575070708,-0.0377807752,0.0443044942,-0.0575427894,-12.7
-0.0911998663,-0.232823066,-0.0568870358,-0.682064577,-0.0317953425,-0.190036781,0.147949703,0.206963046,-0.109028197,0.159370086,0
-0.0766368498,-0.0684914988,0.110383651,-0.00709485021,0.0316202892,-0.0756831062,0.0501589639,0.04333816,-0.0838444378,-0.0912651673,-13.4
-0.0990879414,0.0581359642,-0.0508583116,-0.0227884617,0.0970419662,0.00197394597,0.101681655,0.152134895,-0.102404842,0.15185458,-4.4
0.00139706226,0.266508302,0.0175750962,0.126868056,0.0833947448,0.0249232411,-0.00443608708,-0.011383476,0.00301152827,-0.0210281163,0.3
-0.199216493,-0.0176107689,0.0299163659,-0.125771307,0.0577889146,-0.0160257997,0.134865036,0.200602002,-0.101941778,0.0109836198,11
